	ALT_D2S	Alt_Count	Alt_Density	Alt_WESA_PEEPS	Count	CountNum	D2S	Date	Day	Density	FurtherCounts	Group	ID	Map	Method	Month	Observations	RecordID	Site	SiteID	Source	Time	Time_Duplicate	WESA_PEEPS	Year
9692						5		2016-08-22 00:00:00	22			WESA	IONA2016822_W5			8		IONA2016822	Iona Island	IONA	Datasheet	17:00:00			2016
9693						6		2016-08-22 00:00:00	22			WESA	IONA2016822_W6			8		IONA2016822	Iona Island	IONA	Datasheet	17:15:00			2016
9694						7		2016-08-22 00:00:00	22			WESA	IONA2016822_W7			8		IONA2016822	Iona Island	IONA	Datasheet	17:30:00			2016
9695					300	8	750m	2016-08-22 00:00:00	22	4) Medium-Thick		WESA	IONA2016822_W8		Estimation (Est)	8	Flock W2	IONA2016822	Iona Island	IONA	Datasheet	17:45:00		WESA	2016
9696					700	9	500m	2016-08-22 00:00:00	22	5) Thick		WESA	IONA2016822_W9		Estimation (Est)	8	Flock (W2 + W3)	IONA2016822	Iona Island	IONA	Datasheet	18:00:00		WESA	2016
9697					722	10	250m	2016-08-22 00:00:00	22	4) Medium-Thick		WESA	IONA2016822_W10		Estimation (Est)	8	Flock (W2 + W3) estimated 700 individuals; flock W4 direct counted 22 individuals	IONA2016822	Iona Island	IONA	Datasheet	18:15:00		WESA	2016
9698					700	11	100m	2016-08-22 00:00:00	22	5) Thick		WESA	IONA2016822_W11		Estimation (Est)	8	Flock (W2 + W3)	IONA2016822	Iona Island	IONA	Datasheet	18:30:00		WESA	2016
9699					0	1	500	2016-08-20 00:00:00	20			WESA	BBMB2016820_W1		Estimation (Est)	8	40 BBPL	BBMB2016820	Boundary Bay Mud Bay	BBMB	Datasheet	16:15:00			2016
9700					0	2	500	2016-08-20 00:00:00	20			WESA	BBMB2016820_W2		Estimation (Est)	8	155 BBPL	BBMB2016820	Boundary Bay Mud Bay	BBMB	Datasheet	16:30:00			2016
9701					0	3	450	2016-08-20 00:00:00	20			WESA	BBMB2016820_W3		Estimation (Est)	8	198 BBPL	BBMB2016820	Boundary Bay Mud Bay	BBMB	Datasheet	16:45:00			2016
9702					0	4	400	2016-08-20 00:00:00	20			WESA	BBMB2016820_W4		Estimation (Est)	8	220 BBPL	BBMB2016820	Boundary Bay Mud Bay	BBMB	Datasheet	17:00:00			2016
9703					40	5	350	2016-08-20 00:00:00	20	2) Medium dense		WESA	BBMB2016820_W5		Estimation (Est)	8	245 BBPL	BBMB2016820	Boundary Bay Mud Bay	BBMB	Datasheet	17:15:00		Peeps	2016
9704					40	6	300	2016-08-20 00:00:00	20	2) Medium dense		WESA	BBMB2016820_W6		Estimation (Est)	8	273 BBPL	BBMB2016820	Boundary Bay Mud Bay	BBMB	Datasheet	17:30:00		Peeps	2016
9705					45	7	250	2016-08-20 00:00:00	20	2) Medium dense		WESA	BBMB2016820_W7		Estimation (Est)	8	260 BBPL	BBMB2016820	Boundary Bay Mud Bay	BBMB	Datasheet	17:45:00		Peeps	2016
9706					50	8	50	2016-08-20 00:00:00	20	3) Dense		WESA	BBMB2016820_W8		Estimation (Est)	8	250 BBPL	BBMB2016820	Boundary Bay Mud Bay	BBMB	Datasheet	18:00:00		Peeps	2016
9707					45	9	0	2016-08-20 00:00:00	20	4) Medium-Thick		WESA	BBMB2016820_W9		Estimation (Est)	8	210 BBPL; 2 MAGO; 8 SAND; peeps confirmed as WESA and were hanging out close to the observation point about 50 m from shore for 10-15 minutes; tide at tips of marsh, still 50-150 m from shore in other areas	BBMB2016820	Boundary Bay Mud Bay	BBMB	Datasheet	18:15:00		WESA	2016
9708					0	10	0	2016-08-20 00:00:00	20			WESA	BBMB2016820_W10		Estimation (Est)	8	tide within 50 m of shore (edge of marsh) in all areas	BBMB2016820	Boundary Bay Mud Bay	BBMB	Datasheet	18:30:00			2016
9709					0	11	0	2016-08-20 00:00:00	20			WESA	BBMB2016820_W11		Estimation (Est)	8	tide to edge of marsh in all areas. only raptor observations were one perched BAEA on the other side of the Bay and four NOHA observations (at least two individuals) near the observation point.	BBMB2016820	Boundary Bay Mud Bay	BBMB	Datasheet	18:45:00			2016
9710					0	1	1km	2016-07-16 00:00:00	16			WESA	RBBP2016716_W1			7		RBBP2016716	Roberts Bank	RBBP	Datasheet	14:35:00			2016
9711					0	2	1km	2016-07-16 00:00:00	16			WESA	RBBP2016716_W2			7		RBBP2016716	Roberts Bank	RBBP	Datasheet	14:47:00			2016
9712					0	3	1km	2016-07-16 00:00:00	16			WESA	RBBP2016716_W3			7	3 WESA flew over in-between counts	RBBP2016716	Roberts Bank	RBBP	Datasheet	15:00:00			2016
9713					0	4	750m	2016-07-16 00:00:00	16			WESA	RBBP2016716_W4			7		RBBP2016716	Roberts Bank	RBBP	Datasheet	15:15:00			2016
9714					2	5	750m	2016-07-16 00:00:00	16	1) Spread-out		WESA	RBBP2016716_W5		Direct Count (DC) 	7	6 WESA flew over in-between counts	RBBP2016716	Roberts Bank	RBBP	Datasheet	15:30:00		WESA	2016
9715					60	6	600m	2016-07-16 00:00:00	16	1) Spread-out		WESA	RBBP2016716_W6		Estimation (Est)	7	40 WESA left site to NW; flock of 60 peeps landed ~500m out near tideline, most likely WESA	RBBP2016716	Roberts Bank	RBBP	Datasheet	15:45:00		Peeps	2016
9716					2	7	300m	2016-07-16 00:00:00	16	1) Spread-out		WESA	RBBP2016716_W7		Direct Count (DC) 	7	10 WESA flew over to N	RBBP2016716	Roberts Bank	RBBP	Datasheet	16:00:00		WESA	2016
9717					8	8	100m	2016-07-16 00:00:00	16	1) Spread-out		WESA	RBBP2016716_W8		Direct Count (DC) 	7		RBBP2016716	Roberts Bank	RBBP	Datasheet	16:15:00		WESA	2016
9718					31	9	50m	2016-07-16 00:00:00	16	1) Spread-out		WESA	RBBP2016716_W9		Direct Count (DC) 	7		RBBP2016716	Roberts Bank	RBBP	Datasheet	16:30:00		WESA	2016
9719					36	10	25m	2016-07-16 00:00:00	16	1) Spread-out		WESA	RBBP2016716_W10		Direct Count (DC) 	7	mudflats submerged by 16:40, some foraging on grassy mounds	RBBP2016716	Roberts Bank	RBBP	Datasheet	16:45:00		WESA	2016
9720					80	11	25m	2016-07-16 00:00:00	16	1) Spread-out		WESA	RBBP2016716_W11		Estimation (Est)	7	most WESA resting on last count, only a handful obseerved foraging	RBBP2016716	Roberts Bank	RBBP	Datasheet	17:00:00		WESA	2016
9721					0	1	1.25km	2016-07-17 00:00:00	17	1) Spread-out		WESA	RBBP2016717_W1			7		RBBP2016717	Roberts Bank	RBBP	Datasheet	14:30:00			2016
9722					4	2	1.25km	2016-07-17 00:00:00	17	1) Spread-out		WESA	RBBP2016717_W2		Direct Count (DC) 	7		RBBP2016717	Roberts Bank	RBBP	Datasheet	14:45:00		WESA	2016
9723					14	3	1km	2016-07-17 00:00:00	17	2) Medium dense		WESA	RBBP2016717_W3		Direct Count (DC) 	7		RBBP2016717	Roberts Bank	RBBP	Datasheet	15:00:00		WESA	2016
9724					9	4	1km	2016-07-17 00:00:00	17	1) Spread-out		WESA	RBBP2016717_W4		Direct Count (DC) 	7		RBBP2016717	Roberts Bank	RBBP	Datasheet	15:15:00		WESA	2016
9725					9	5	1km	2016-07-17 00:00:00	17	1) Spread-out		WESA	RBBP2016717_W5		Direct Count (DC) 	7		RBBP2016717	Roberts Bank	RBBP	Datasheet	15:30:00		WESA	2016
9726					4	6	750m	2016-07-17 00:00:00	17	1) Spread-out		WESA	RBBP2016717_W6		Direct Count (DC) 	7		RBBP2016717	Roberts Bank	RBBP	Datasheet	15:45:00		WESA	2016
9727					26	7	500m	2016-07-17 00:00:00	17	1) Spread-out		WESA	RBBP2016717_W7		Direct Count (DC) 	7		RBBP2016717	Roberts Bank	RBBP	Datasheet	16:00:00		WESA	2016
9728					60	8	400m	2016-07-17 00:00:00	17	2) Medium dense		WESA	RBBP2016717_W8		Estimation (Est)	7	additional 50 peeps observed at tideline ~400m out, most likely WESA	RBBP2016717	Roberts Bank	RBBP	Datasheet	16:15:00		WESA	2016
9729					80	9	300m	2016-07-17 00:00:00	17	1) Spread-out		WESA	RBBP2016717_W9		Estimation (Est)	7	high-tide, mudflats submerged	RBBP2016717	Roberts Bank	RBBP	Datasheet	16:30:00		WESA	2016
9730					80	10	25m	2016-07-17 00:00:00	17	1) Spread-out		WESA	RBBP2016717_W10		Estimation (Est)	7		RBBP2016717	Roberts Bank	RBBP	Datasheet	16:45:00		WESA	2016
9731					0	11	25m	2016-07-17 00:00:00	17			WESA	RBBP2016717_W11			7		RBBP2016717	Roberts Bank	RBBP	Datasheet	17:00:00			2016
9732					25	1	1km	2016-08-20 00:00:00	20	2) Medium dense		WESA	RBBP2016820_W1		Direct Count (DC) 	8	I made an error for start time, read the line for surveys on the 19th.	RBBP2016820	Roberts Bank	RBBP	Datasheet	15:45:00		WESA	2016
9733					24	2	1km	2016-08-20 00:00:00	20	2) Medium dense		WESA	RBBP2016820_W2		Direct Count (DC) 	8		RBBP2016820	Roberts Bank	RBBP	Datasheet	16:00:00		WESA	2016
9734					26	3	1km	2016-08-20 00:00:00	20	2) Medium dense		WESA	RBBP2016820_W3		Direct Count (DC) 	8		RBBP2016820	Roberts Bank	RBBP	Datasheet	16:15:00		WESA	2016
9735					25	4	1km	2016-08-20 00:00:00	20	2) Medium dense		WESA	RBBP2016820_W4		Direct Count (DC) 	8		RBBP2016820	Roberts Bank	RBBP	Datasheet	16:30:00		WESA	2016
9736					53	5	1km	2016-08-20 00:00:00	20	1) Spread-out		WESA	RBBP2016820_W5		Direct Count (DC) 	8		RBBP2016820	Roberts Bank	RBBP	Datasheet	16:45:00		WESA	2016
9737					52	6	1km	2016-08-20 00:00:00	20	1) Spread-out		WESA	RBBP2016820_W6		Direct Count (DC) 	8		RBBP2016820	Roberts Bank	RBBP	Datasheet	17:00:00		WESA	2016
9738					77	7	1km	2016-08-20 00:00:00	20	1) Spread-out		WESA	RBBP2016820_W7		Direct Count (DC) 	8		RBBP2016820	Roberts Bank	RBBP	Datasheet	17:15:00		WESA	2016
9739					100	8	750m	2016-08-20 00:00:00	20	1) Spread-out		WESA	RBBP2016820_W8		Estimation (Est)	8		RBBP2016820	Roberts Bank	RBBP	Datasheet	17:30:00		WESA	2016
9740					60	9	600m	2016-08-20 00:00:00	20	1) Spread-out		WESA	RBBP2016820_W9		Estimation (Est)	8		RBBP2016820	Roberts Bank	RBBP	Datasheet	17:45:00		WESA	2016
9741					70	10	500m	2016-08-20 00:00:00	20	1) Spread-out		WESA	RBBP2016820_W10		Estimation (Est)	8		RBBP2016820	Roberts Bank	RBBP	Datasheet	18:00:00		WESA	2016
9742					70	11	300m	2016-08-20 00:00:00	20	1) Spread-out		WESA	RBBP2016820_W11		Estimation (Est)	8		RBBP2016820	Roberts Bank	RBBP	Datasheet	18:15:00		WESA	2016
9743					100	1	1km	2016-08-21 00:00:00	21	1) Spread-out		WESA	RBBP2016821_W1		Estimation (Est)	8	occasional larger flocks of peeps seen inbetween counts along far shoreline ~1km out between 16:30 and 17:15	RBBP2016821	Roberts Bank	RBBP	Datasheet	16:30:00		WESA	2016
9744					100	2	1km	2016-08-21 00:00:00	21	1) Spread-out		WESA	RBBP2016821_W2		Estimation (Est)	8		RBBP2016821	Roberts Bank	RBBP	Datasheet	16:45:00		WESA	2016
9745					190	3	1km	2016-08-21 00:00:00	21	1) Spread-out		WESA	RBBP2016821_W3		Estimation (Est)	8		RBBP2016821	Roberts Bank	RBBP	Datasheet	17:00:00		WESA	2016
9746					180	4	1km	2016-08-21 00:00:00	21	1) Spread-out		WESA	RBBP2016821_W4		Estimation (Est)	8		RBBP2016821	Roberts Bank	RBBP	Datasheet	17:15:00		WESA	2016
9747					180	5	1km	2016-08-21 00:00:00	21	1) Spread-out		WESA	RBBP2016821_W5		Estimation (Est)	8		RBBP2016821	Roberts Bank	RBBP	Datasheet	17:30:00		WESA	2016
9748					170	6	1km	2016-08-21 00:00:00	21	1) Spread-out		WESA	RBBP2016821_W6		Estimation (Est)	8		RBBP2016821	Roberts Bank	RBBP	Datasheet	17:45:00		WESA	2016
9749					175	7	800m	2016-08-21 00:00:00	21	1) Spread-out		WESA	RBBP2016821_W7		Estimation (Est)	8		RBBP2016821	Roberts Bank	RBBP	Datasheet	18:00:00		WESA	2016
9750					210	8	700m	2016-08-21 00:00:00	21	1) Spread-out		WESA	RBBP2016821_W8		Estimation (Est)	8		RBBP2016821	Roberts Bank	RBBP	Datasheet	18:15:00		WESA	2016
9751					205	9	500m	2016-08-21 00:00:00	21	2) Medium dense		WESA	RBBP2016821_W9		Estimation (Est)	8		RBBP2016821	Roberts Bank	RBBP	Datasheet	18:30:00		WESA	2016
9752					2	10	25m	2016-08-21 00:00:00	21	1) Spread-out		WESA	RBBP2016821_W10		Direct Count (DC) 	8		RBBP2016821	Roberts Bank	RBBP	Datasheet	18:45:00		WESA	2016
9753					0	11	25m	2016-08-21 00:00:00	21			WESA	RBBP2016821_W11		Direct Count (DC) 	8		RBBP2016821	Roberts Bank	RBBP	Datasheet	19:00:00		WESA	2016
9754					0	1		2016-08-19 00:00:00	19			WESA	COWC2016819_W1			8		COWC2016819	Cowichan Bay	COWC	Datasheet	13:30:00			2016
9755					0	2		2016-08-19 00:00:00	19			WESA	COWC2016819_W2			8		COWC2016819	Cowichan Bay	COWC	Datasheet	13:45:00			2016
9756					0	3		2016-08-19 00:00:00	19			WESA	COWC2016819_W3			8		COWC2016819	Cowichan Bay	COWC	Datasheet	14:00:00			2016
9757					0	4		2016-08-19 00:00:00	19			WESA	COWC2016819_W4			8		COWC2016819	Cowichan Bay	COWC	Datasheet	14:15:00			2016
9758					0	5		2016-08-19 00:00:00	19			WESA	COWC2016819_W5			8		COWC2016819	Cowichan Bay	COWC	Datasheet	14:30:00			2016
9759					0	6		2016-08-19 00:00:00	19			WESA	COWC2016819_W6			8		COWC2016819	Cowichan Bay	COWC	Datasheet	14:45:00			2016
9760					0	7		2016-08-19 00:00:00	19			WESA	COWC2016819_W7			8		COWC2016819	Cowichan Bay	COWC	Datasheet	15:00:00			2016
9761					0	8		2016-08-19 00:00:00	19			WESA	COWC2016819_W8			8		COWC2016819	Cowichan Bay	COWC	Datasheet	15:15:00			2016
9762					0	9		2016-08-19 00:00:00	19			WESA	COWC2016819_W9			8		COWC2016819	Cowichan Bay	COWC	Datasheet	15:30:00			2016
9763					32	10		2016-08-19 00:00:00	19	2) Medium dense		WESA	COWC2016819_W10		Estimation (Est)	8	2 flying; 30 standing on mud	COWC2016819	Cowichan Bay	COWC	Datasheet	15:45:00		Peeps	2016
9764					0	11		2016-08-19 00:00:00	19			WESA	COWC2016819_W11			8		COWC2016819	Cowichan Bay	COWC	Datasheet	16:00:00			2016
9765					0	1		2016-08-20 00:00:00	20			WESA	CHEM2016820_W1			8		CHEM2016820	Chemainus River Delta	CHEM	Datasheet	14:00:00			2016
9766					0	2		2016-08-20 00:00:00	20			WESA	CHEM2016820_W2			8		CHEM2016820	Chemainus River Delta	CHEM	Datasheet	14:15:00			2016
9767					60	3		2016-08-20 00:00:00	20	3) Dense		WESA	CHEM2016820_W3		Estimation (Est)	8	flying	CHEM2016820	Chemainus River Delta	CHEM	Datasheet	14:30:00		Peeps	2016
9768					0	4		2016-08-20 00:00:00	20			WESA	CHEM2016820_W4			8		CHEM2016820	Chemainus River Delta	CHEM	Datasheet	14:45:00			2016
9769					0	5		2016-08-20 00:00:00	20			WESA	CHEM2016820_W5			8		CHEM2016820	Chemainus River Delta	CHEM	Datasheet	15:00:00			2016
9770					0	6		2016-08-20 00:00:00	20			WESA	CHEM2016820_W6			8		CHEM2016820	Chemainus River Delta	CHEM	Datasheet	15:15:00			2016
9771					0	7		2016-08-20 00:00:00	20			WESA	CHEM2016820_W7			8		CHEM2016820	Chemainus River Delta	CHEM	Datasheet	15:30:00			2016
9772					0	8		2016-08-20 00:00:00	20			WESA	CHEM2016820_W8			8		CHEM2016820	Chemainus River Delta	CHEM	Datasheet	15:45:00			2016
9773					0	9		2016-08-20 00:00:00	20			WESA	CHEM2016820_W9			8		CHEM2016820	Chemainus River Delta	CHEM	Datasheet	16:00:00			2016
9774					0	10		2016-08-20 00:00:00	20			WESA	CHEM2016820_W10			8		CHEM2016820	Chemainus River Delta	CHEM	Datasheet	16:15:00			2016
9775					0	11		2016-08-20 00:00:00	20			WESA	CHEM2016820_W11			8		CHEM2016820	Chemainus River Delta	CHEM	Datasheet	16:30:00			2016
9776					0	1		2016-08-21 00:00:00	21			WESA	CHEM2016821_W1			8		CHEM2016821	Chemainus River Delta	CHEM	Datasheet	14:15:00			2016
9777					0	2		2016-08-21 00:00:00	21			WESA	CHEM2016821_W2			8		CHEM2016821	Chemainus River Delta	CHEM	Datasheet	14:30:00			2016
9778					0	3		2016-08-21 00:00:00	21			WESA	CHEM2016821_W3			8		CHEM2016821	Chemainus River Delta	CHEM	Datasheet	14:45:00			2016
9779					0	4		2016-08-21 00:00:00	21			WESA	CHEM2016821_W4			8		CHEM2016821	Chemainus River Delta	CHEM	Datasheet	15:00:00			2016
9780					0	5		2016-08-21 00:00:00	21			WESA	CHEM2016821_W5			8		CHEM2016821	Chemainus River Delta	CHEM	Datasheet	15:15:00			2016
9781					0	6		2016-08-21 00:00:00	21			WESA	CHEM2016821_W6			8		CHEM2016821	Chemainus River Delta	CHEM	Datasheet	15:30:00			2016
9782					100	7		2016-08-21 00:00:00	21	3) Dense		WESA	CHEM2016821_W7		Estimation (Est)	8	flying	CHEM2016821	Chemainus River Delta	CHEM	Datasheet	15:45:00		Peeps	2016
9783					100	8		2016-08-21 00:00:00	21	3) Dense		WESA	CHEM2016821_W8		Estimation (Est)	8	flying	CHEM2016821	Chemainus River Delta	CHEM	Datasheet	16:00:00		Peeps	2016
9784					90	9		2016-08-21 00:00:00	21	2) Medium dense		WESA	CHEM2016821_W9		Direct Count (DC) 	8	feeding on mud	CHEM2016821	Chemainus River Delta	CHEM	Datasheet	16:15:00		Peeps	2016
9785					92	10		2016-08-21 00:00:00	21	2) Medium dense		WESA	CHEM2016821_W10		Direct Count (DC) 	8	feeding on mud	CHEM2016821	Chemainus River Delta	CHEM	Datasheet	16:30:00		Peeps	2016
9786					86	11		2016-08-21 00:00:00	21	2) Medium dense		WESA	CHEM2016821_W11		Direct Count (DC) 	8	feeding on mud	CHEM2016821	Chemainus River Delta	CHEM	Datasheet	16:45:00		Peeps	2016
9787					0	1		2016-08-22 00:00:00	22			WESA	COWC2016822_W1			8		COWC2016822	Cowichan Bay	COWC	Datasheet	14:00:00			2016
9788					0	2		2016-08-22 00:00:00	22			WESA	COWC2016822_W2			8		COWC2016822	Cowichan Bay	COWC	Datasheet	14:15:00			2016
9789					0	3		2016-08-22 00:00:00	22			WESA	COWC2016822_W3			8		COWC2016822	Cowichan Bay	COWC	Datasheet	14:30:00			2016
9790					0	4		2016-08-22 00:00:00	22			WESA	COWC2016822_W4			8		COWC2016822	Cowichan Bay	COWC	Datasheet	14:45:00			2016
9791					0	5		2016-08-22 00:00:00	22			WESA	COWC2016822_W5			8		COWC2016822	Cowichan Bay	COWC	Datasheet	15:00:00			2016
9792					0	6		2016-08-22 00:00:00	22			WESA	COWC2016822_W6			8		COWC2016822	Cowichan Bay	COWC	Datasheet	15:15:00			2016
9793					0	7		2016-08-22 00:00:00	22			WESA	COWC2016822_W7			8		COWC2016822	Cowichan Bay	COWC	Datasheet	15:30:00			2016
9794					0	8		2016-08-22 00:00:00	22			WESA	COWC2016822_W8			8		COWC2016822	Cowichan Bay	COWC	Datasheet	15:45:00			2016
9795					0	9		2016-08-22 00:00:00	22			WESA	COWC2016822_W9			8		COWC2016822	Cowichan Bay	COWC	Datasheet	16:00:00			2016
9796					0	10		2016-08-22 00:00:00	22			WESA	COWC2016822_W10			8		COWC2016822	Cowichan Bay	COWC	Datasheet	16:15:00			2016
9797					0	11		2016-08-22 00:00:00	22			WESA	COWC2016822_W11			8		COWC2016822	Cowichan Bay	COWC	Datasheet	16:30:00			2016
9798					24	1	3	2016-07-16 00:00:00	16	1) Spread-out		WESA	WITT2016716_W1		Direct Count (DC) 	7	Flock 1 (F1 on map) 3 L, 1 W; F2 20p; Flock number = F (numbers on map), Least = L, Western = W, peeps = p; Numbered flock positions and tide on pdf Sandpiper Survey_Wittys_Kramer_16&17_Jul_2016 ; 	WITT2016716	Wittys Lagoon	WITT	Datasheet	08:00:00		Peeps	2016
9799					55	2	3	2016-07-16 00:00:00	16	1) Spread-out		WESA	WITT2016716_W2		Direct Count (DC) 	7	F1a 48 L, 2 W; F2 5p; F2 is very close to the trees, even among the overhanging terrestrial vegetation; 	WITT2016716	Wittys Lagoon	WITT	Datasheet	08:15:00		Peeps	2016
9800					72	3	3	2016-07-16 00:00:00	16	2) Medium dense		WESA	WITT2016716_W3		Direct Count (DC) 	7	F1a 60 L, 2 W; F2 10p (prob. L); Note that the distance from shore to water is highly variable around the edge of the lagoon. It changes only very slowly. It was slightly lower at the end of the observation period than at the beginning because the water in the lagoon continues to fall until tide is high enough to flood in, which happens long after the tide turns.; 	WITT2016716	Wittys Lagoon	WITT	Datasheet	08:30:00		Peeps	2016
9801					69	4	3	2016-07-16 00:00:00	16	2) Medium dense		WESA	WITT2016716_W4		Direct Count (DC) 	7	F1b 51 L, 1 W; F2 17 p; Note that density was not always the same for separate flocks; I recorded the density of the largest flock in Col. G; 	WITT2016716	Wittys Lagoon	WITT	Datasheet	08:45:00		Peeps	2016
9802					70	5	3	2016-07-16 00:00:00	16	2) Medium dense		WESA	WITT2016716_W5		Direct Count (DC) 	7	F1b 52 L, 2 W; F2 16 p; ; 	WITT2016716	Wittys Lagoon	WITT	Datasheet	09:00:00		Peeps	2016
9803					70	6	3	2016-07-16 00:00:00	16	2) Medium dense		WESA	WITT2016716_W6		Direct Count (DC) 	7	F1b 47L, 3W, F2 20p; ; 	WITT2016716	Wittys Lagoon	WITT	Datasheet	09:15:00		Peeps	2016
9804					18	7	3.5	2016-07-16 00:00:00	16	1) Spread-out		WESA	WITT2016716_W7		Direct Count (DC) 	7	; F1 flew up and circled the lagoon before disappearing over the beach barrier about 09:25; 	WITT2016716	Wittys Lagoon	WITT	Datasheet	09:30:00		Peeps	2016
9805					61	8	3.5	2016-07-16 00:00:00	16	2) Medium dense		WESA	WITT2016716_W8		Direct Count (DC) 	7	F1c 53L, 5W; F2 3p; F1c settled in just before the count; no idea if the same flock that flew out of sight; it seemed to have a few more WESA, but it was also closer to the viewing position.; 	WITT2016716	Wittys Lagoon	WITT	Datasheet	09:45:00		Peeps	2016
9806					74	9	3.5	2016-07-16 00:00:00	16	3) Dense		WESA	WITT2016716_W9		Direct Count (DC) 	7	F1c 53L, 5W;F2 4p (prob L); F1a 12L; Just before 10:00, a new flock landed at Fia; just after 10:00 F1 flew up and then resettled; my count assumes no change from previous count.; 	WITT2016716	Wittys Lagoon	WITT	Datasheet	10:00:00		Peeps	2016
9807					54	10	3.5	2016-07-16 00:00:00	16	2) Medium dense		WESA	WITT2016716_W10		Direct Count (DC) 	7	F1b 48L, 3W; F2 3p; A third flock was present just before the count, but not visible at the count; 	WITT2016716	Wittys Lagoon	WITT	Datasheet	10:15:00		Peeps	2016
9808					19	11	3.5	2016-07-16 00:00:00	16	2) Medium dense		WESA	WITT2016716_W11		Direct Count (DC) 	7	F1a 11L; F1b 4L, 3W; F2 1p; ; F1 is still present but opartially hidden by the island; probably the same WESA still present, but I can't be srure; 	WITT2016716	Wittys Lagoon	WITT	Datasheet	10:30:00		Peeps	2016
9809					100	1	3	2016-07-17 00:00:00	17	3) Dense		WESA	WITT2016717_W1		Direct Count (DC) 	7	F1 (on sandbar in middle of upper lagoon) 85p; F2 13L, 2W; ; 	WITT2016717	Wittys Lagoon	WITT	Datasheet	08:30:00		Peeps	2016
9810					0	2	3	2016-07-17 00:00:00	17			WESA	WITT2016717_W2			7	; Just before 8:45, F2 flew up and briefly landed right in front of viewing position; included only 2W. Merlin attack on F! just before the count. Birds not on ground at time of count.; 	WITT2016717	Wittys Lagoon	WITT	Datasheet	08:45:00		Peeps	2016
9811					57	3	3	2016-07-17 00:00:00	17	2) Medium dense		WESA	WITT2016717_W3		Direct Count (DC) 	7	F3 57L, 3W; Flock returned just before the 9:00 count (F3 position); flew into bay at right of viewing area (F4) and at 9:00 departed over the trees at the upper end of the lagoon.; 	WITT2016717	Wittys Lagoon	WITT	Datasheet	09:00:00		Peeps	2016
9812					0	4	3	2016-07-17 00:00:00	17			WESA	WITT2016717_W4			7	; While doing the 9:15 count (about 9:15), we saw a flock land in position F1, but did not include it in the count because the flock on the ground was not visible from our position.; 	WITT2016717	Wittys Lagoon	WITT	Datasheet	09:15:00		Peeps	2016
9813					70	5	3	2016-07-17 00:00:00	17	3) Dense		WESA	WITT2016717_W5		Direct Count (DC) 	7	F1 70p; ; 	WITT2016717	Wittys Lagoon	WITT	Datasheet	09:30:00		Peeps	2016
9814					70	6	3	2016-07-17 00:00:00	17	3) Dense		WESA	WITT2016717_W6		Direct Count (DC) 	7	F1 70p; ; 	WITT2016717	Wittys Lagoon	WITT	Datasheet	09:45:00		Peeps	2016
9815					70	7	3	2016-07-17 00:00:00	17	3) Dense		WESA	WITT2016717_W7		Direct Count (DC) 	7	F1 70p; ; 	WITT2016717	Wittys Lagoon	WITT	Datasheet	10:00:00		Peeps	2016
9816					71	8	3	2016-07-17 00:00:00	17	2) Medium dense		WESA	WITT2016717_W8		Direct Count (DC) 	7	F1 70p; F5 1L; ; 	WITT2016717	Wittys Lagoon	WITT	Datasheet	10:15:00		Peeps	2016
9817					65	9	3	2016-07-17 00:00:00	17	2) Medium dense		WESA	WITT2016717_W9		Direct Count (DC) 	7	F1 60p; F1a 5p; Individual at F5 not visible; 	WITT2016717	Wittys Lagoon	WITT	Datasheet	10:30:00		Peeps	2016
9818					66	10	3.5	2016-07-17 00:00:00	17	2) Medium dense		WESA	WITT2016717_W10		Direct Count (DC) 	7	F1 65p; F5 1L; ; 	WITT2016717	Wittys Lagoon	WITT	Datasheet	10:45:00		Peeps	2016
9819					68	11	3.5	2016-07-17 00:00:00	17	2) Medium dense		WESA	WITT2016717_W11		Direct Count (DC) 	7	F1 61p; F1a 7p; ; 	WITT2016717	Wittys Lagoon	WITT	Datasheet	11:00:00		Peeps	2016
9820					91	1	3	2016-08-20 00:00:00	20	2) Medium dense		WESA	WITT2016820_W1		Direct Count (DC) 	8	F1 88p, F2 3p; F1 was quite large on sand bars in upper estuary, partly hidden by slope of sand bar and treed point (counted 129 when hiked to upper lagoon after survey); 	WITT2016820	Wittys Lagoon	WITT	Datasheet	11:30:00		Peeps	2016
9821					85	2	3	2016-08-20 00:00:00	20	2) Medium dense		WESA	WITT2016820_W2		Direct Count (DC) 	8	F1 82p, F2 3p; ; 	WITT2016820	Wittys Lagoon	WITT	Datasheet	11:45:00		Peeps	2016
9822					78	3	3	2016-08-20 00:00:00	20	2) Medium dense		WESA	WITT2016820_W3		Direct Count (DC) 	8	F1 78p; ; 	WITT2016820	Wittys Lagoon	WITT	Datasheet	12:00:00		Peeps	2016
9823					73	4	3	2016-08-20 00:00:00	20	1) Spread-out		WESA	WITT2016820_W4		Direct Count (DC) 	8	F1 F73p; ; 	WITT2016820	Wittys Lagoon	WITT	Datasheet	12:15:00		Peeps	2016
9824					66	5	3	2016-08-20 00:00:00	20	1) Spread-out		WESA	WITT2016820_W5		Direct Count (DC) 	8	F1 66p; ; 	WITT2016820	Wittys Lagoon	WITT	Datasheet	12:30:00		Peeps	2016
9825					55	6	4	2016-08-20 00:00:00	20	1) Spread-out		WESA	WITT2016820_W6		Direct Count (DC) 	8	F1 55p; ; 	WITT2016820	Wittys Lagoon	WITT	Datasheet	12:45:00		Peeps	2016
